date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:38	213048/213048	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:28:37%20GMT	https://blupp.b-cdn.net/aalia/0c8a3edc-e7ba-435c-a3dc-04f023554a6a/kinwani-house.png?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/0c8a3edc-e7ba-435c-a3dc-04f023554a6a/kinwani-housecdaf.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:40	452449/452449	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:28:38%20GMT	https://blupp.b-cdn.net/aalia/0c8a3edc-e7ba-435c-a3dc-04f023554a6a/kinwani-house.png?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/0c8a3edc-e7ba-435c-a3dc-04f023554a6a/kinwani-house13b3.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:41	2796861/2796861	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:28:40%20GMT	https://blupp.b-cdn.net/aalia/0c8a3edc-e7ba-435c-a3dc-04f023554a6a/kinwani-house.png?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/0c8a3edc-e7ba-435c-a3dc-04f023554a6a/kinwani-housef239.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:43	221683/221683	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:28:40%20GMT	https://blupp.b-cdn.net/aalia/9036af9a-2566-4a75-a4e9-1a190bb4491e/kinwani-house-exterior.png?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/9036af9a-2566-4a75-a4e9-1a190bb4491e/kinwani-house-exteriorcdaf.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:45	485308/485308	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:28:42%20GMT	https://blupp.b-cdn.net/aalia/9036af9a-2566-4a75-a4e9-1a190bb4491e/kinwani-house-exterior.png?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/9036af9a-2566-4a75-a4e9-1a190bb4491e/kinwani-house-exterior13b3.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:47	3135593/3135593	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:28:44%20GMT	https://blupp.b-cdn.net/aalia/9036af9a-2566-4a75-a4e9-1a190bb4491e/kinwani-house-exterior.png?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/9036af9a-2566-4a75-a4e9-1a190bb4491e/kinwani-house-exteriorf239.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:50	48064/48064	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:28:45%20GMT	https://blupp.b-cdn.net/aalia/0431baf3-0bf7-416b-9367-39029e829d3a/outdoor-dining-area.jpg?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/0431baf3-0bf7-416b-9367-39029e829d3a/outdoor-dining-areacdaf.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:53	87831/87831	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:28:49%20GMT	https://blupp.b-cdn.net/aalia/0431baf3-0bf7-416b-9367-39029e829d3a/outdoor-dining-area.jpg?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/0431baf3-0bf7-416b-9367-39029e829d3a/outdoor-dining-area13b3.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:56	442101/442101	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:28:52%20GMT	https://blupp.b-cdn.net/aalia/0431baf3-0bf7-416b-9367-39029e829d3a/outdoor-dining-area.jpg?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/0431baf3-0bf7-416b-9367-39029e829d3a/outdoor-dining-areaf239.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:57	53896/53896	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:28:55%20GMT	https://blupp.b-cdn.net/aalia/3021dab4-f596-49aa-9bd3-7c0cd70997b4/breakfast.jpg?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/3021dab4-f596-49aa-9bd3-7c0cd70997b4/breakfastcdaf.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:58:58	97242/97242	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:28:57%20GMT	https://blupp.b-cdn.net/aalia/3021dab4-f596-49aa-9bd3-7c0cd70997b4/breakfast.jpg?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/3021dab4-f596-49aa-9bd3-7c0cd70997b4/breakfast13b3.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:00	478251/478251	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:28:58%20GMT	https://blupp.b-cdn.net/aalia/3021dab4-f596-49aa-9bd3-7c0cd70997b4/breakfast.jpg?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/3021dab4-f596-49aa-9bd3-7c0cd70997b4/breakfastf239.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:01	38502/38502	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:00%20GMT	https://blupp.b-cdn.net/aalia/a25442bc-a911-457f-8f75-37b8a092008c/conservatory-bar-area.jpg?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/a25442bc-a911-457f-8f75-37b8a092008c/conservatory-bar-areacdaf.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:04	63923/63923	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:01%20GMT	https://blupp.b-cdn.net/aalia/a25442bc-a911-457f-8f75-37b8a092008c/conservatory-bar-area.jpg?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/a25442bc-a911-457f-8f75-37b8a092008c/conservatory-bar-area13b3.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:06	288519/288519	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:04%20GMT	https://blupp.b-cdn.net/aalia/a25442bc-a911-457f-8f75-37b8a092008c/conservatory-bar-area.jpg?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/a25442bc-a911-457f-8f75-37b8a092008c/conservatory-bar-areaf239.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:07	191915/191915	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:29:06%20GMT	https://blupp.b-cdn.net/aalia/6392b66f-b21c-4ad7-ba4e-334272fb9e9a/kinwani-house.png?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/6392b66f-b21c-4ad7-ba4e-334272fb9e9a/kinwani-housecdaf.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:08	410317/410317	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:29:06%20GMT	https://blupp.b-cdn.net/aalia/6392b66f-b21c-4ad7-ba4e-334272fb9e9a/kinwani-house.png?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/6392b66f-b21c-4ad7-ba4e-334272fb9e9a/kinwani-house13b3.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:09	2541160/2541160	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Apr%202025%2009:29:07%20GMT	https://blupp.b-cdn.net/aalia/6392b66f-b21c-4ad7-ba4e-334272fb9e9a/kinwani-house.png?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/6392b66f-b21c-4ad7-ba4e-334272fb9e9a/kinwani-housef239.png	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:09	35749/35749	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:08%20GMT	https://blupp.b-cdn.net/aalia/b2ae6e04-1a86-41fa-8aa0-e4607c0e8bea/reception-area.jpg?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/b2ae6e04-1a86-41fa-8aa0-e4607c0e8bea/reception-areacdaf.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:10	56761/56761	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:09%20GMT	https://blupp.b-cdn.net/aalia/b2ae6e04-1a86-41fa-8aa0-e4607c0e8bea/reception-area.jpg?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/b2ae6e04-1a86-41fa-8aa0-e4607c0e8bea/reception-area13b3.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:11	264939/264939	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:10%20GMT	https://blupp.b-cdn.net/aalia/b2ae6e04-1a86-41fa-8aa0-e4607c0e8bea/reception-area.jpg?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/b2ae6e04-1a86-41fa-8aa0-e4607c0e8bea/reception-areaf239.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:14	32146/32146	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:07%20GMT	https://blupp.b-cdn.net/aalia/d1268246-ebc8-455a-8c2e-59085b77d3e9/bedroom_kinwani_house.jpg?quality=80&width=400	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/d1268246-ebc8-455a-8c2e-59085b77d3e9/bedroom_kinwani_housecdaf.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:16	51661/51661	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:13%20GMT	https://blupp.b-cdn.net/aalia/d1268246-ebc8-455a-8c2e-59085b77d3e9/bedroom_kinwani_house.jpg?quality=80&width=600	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/d1268246-ebc8-455a-8c2e-59085b77d3e9/bedroom_kinwani_house13b3.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:19	232321/232321	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Apr%202025%2009:29:16%20GMT	https://blupp.b-cdn.net/aalia/d1268246-ebc8-455a-8c2e-59085b77d3e9/bedroom_kinwani_house.jpg?quality=80	C:/My%20Web%20Sites/KinwaniHouse/blupp.b-cdn.net/aalia/d1268246-ebc8-455a-8c2e-59085b77d3e9/bedroom_kinwani_housef239.jpg	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:20	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807ab82-4d7%22	https://www.aaliacollection.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/KinwaniHouse/www.aaliacollection.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.aaliacollection.com/collection/kinwani-house)
14:59:20	5/5	---M--	200	added ('OK')	text/css	etag:%226739e54c-5%22	https://p.typekit.net/p.css?s=1&k=glr3nfz&ht=tk&f=44244.44248.44251.44252.44254.44256.44258.53844.53846.53848.53850.53851.53890.53893.53895&a=60415673&app=typekit&e=css	C:/My%20Web%20Sites/KinwaniHouse/p.typekit.net/pa7a5.css	(from https://use.typekit.net/glr3nfz.css)
14:59:20	18936/18936	---M--	200	added ('OK')	application/font-woff2	etag:%22d0fe5fdf7d0b1980b078f602e32979e6e500fded%22	https://use.typekit.net/af/58ccb7/00000000000000007751053f/30/l?subset_id=2&fvd=n2&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/58ccb7/00000000000000007751053f/30/l4f64	(from https://use.typekit.net/glr3nfz.css)
14:59:21	19140/19140	---M--	200	added ('OK')	application/font-woff	etag:%22d0fe5fdf7d0b1980b078f602e32979e6e500fded%22	https://use.typekit.net/af/58ccb7/00000000000000007751053f/30/d?subset_id=2&fvd=n2&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/58ccb7/00000000000000007751053f/30/d4f64	(from https://use.typekit.net/glr3nfz.css)
14:59:22	33972/33972	---M-Z	200	added ('OK')	font/opentype	etag:W/%22d0fe5fdf7d0b1980b078f602e32979e6e500fded%22	https://use.typekit.net/af/58ccb7/00000000000000007751053f/30/a?subset_id=2&fvd=n2&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/58ccb7/00000000000000007751053f/30/a4f64	(from https://use.typekit.net/glr3nfz.css)
14:59:22	19244/19244	---M--	200	added ('OK')	application/font-woff2	etag:%22952a092722ea5bdf5f5a0be0b919fec18684529c%22	https://use.typekit.net/af/00e80e/000000000000000077510542/30/l?subset_id=2&fvd=n4&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/00e80e/000000000000000077510542/30/l0b8e	(from https://use.typekit.net/glr3nfz.css)
14:59:22	19548/19548	---M--	200	added ('OK')	application/font-woff	etag:%22952a092722ea5bdf5f5a0be0b919fec18684529c%22	https://use.typekit.net/af/00e80e/000000000000000077510542/30/d?subset_id=2&fvd=n4&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/00e80e/000000000000000077510542/30/d0b8e	(from https://use.typekit.net/glr3nfz.css)
14:59:23	34044/34044	---M-Z	200	added ('OK')	font/opentype	etag:W/%22952a092722ea5bdf5f5a0be0b919fec18684529c%22	https://use.typekit.net/af/00e80e/000000000000000077510542/30/a?subset_id=2&fvd=n4&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/00e80e/000000000000000077510542/30/a0b8e	(from https://use.typekit.net/glr3nfz.css)
14:59:23	24088/24088	---M--	200	added ('OK')	application/font-woff2	etag:%228796285ae7efdbb4173625db6634feaf5e554bea%22	https://use.typekit.net/af/51c5ae/0000000000000000775147ec/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/51c5ae/0000000000000000775147ec/30/le003	(from https://use.typekit.net/glr3nfz.css)
14:59:23	24724/24724	---M--	200	added ('OK')	application/font-woff	etag:%228796285ae7efdbb4173625db6634feaf5e554bea%22	https://use.typekit.net/af/51c5ae/0000000000000000775147ec/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/51c5ae/0000000000000000775147ec/30/de003	(from https://use.typekit.net/glr3nfz.css)
14:59:24	45132/45132	---M-Z	200	added ('OK')	font/opentype	etag:W/%228796285ae7efdbb4173625db6634feaf5e554bea%22	https://use.typekit.net/af/51c5ae/0000000000000000775147ec/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/51c5ae/0000000000000000775147ec/30/ae003	(from https://use.typekit.net/glr3nfz.css)
14:59:24	19460/19460	---M--	200	added ('OK')	application/font-woff2	etag:%22d0538189c2c260e0b7ef67ad00642c56d9fc1717%22	https://use.typekit.net/af/9a108d/000000000000000077510537/30/l?subset_id=2&fvd=n6&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/9a108d/000000000000000077510537/30/le54d	(from https://use.typekit.net/glr3nfz.css)
14:59:24	19640/19640	---M--	200	added ('OK')	application/font-woff	etag:%22d0538189c2c260e0b7ef67ad00642c56d9fc1717%22	https://use.typekit.net/af/9a108d/000000000000000077510537/30/d?subset_id=2&fvd=n6&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/9a108d/000000000000000077510537/30/de54d	(from https://use.typekit.net/glr3nfz.css)
14:59:25	34208/34208	---M-Z	200	added ('OK')	font/opentype	etag:W/%22d0538189c2c260e0b7ef67ad00642c56d9fc1717%22	https://use.typekit.net/af/9a108d/000000000000000077510537/30/a?subset_id=2&fvd=n6&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/9a108d/000000000000000077510537/30/ae54d	(from https://use.typekit.net/glr3nfz.css)
14:59:25	19404/19404	---M--	200	added ('OK')	application/font-woff2	etag:%2283eb7f6cbf46de30372c8ea2f2039266a6741a6e%22	https://use.typekit.net/af/6b4165/000000000000000077510538/30/l?subset_id=2&fvd=n7&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/6b4165/000000000000000077510538/30/l3b0e	(from https://use.typekit.net/glr3nfz.css)
14:59:25	19840/19840	---M--	200	added ('OK')	application/font-woff	etag:%2283eb7f6cbf46de30372c8ea2f2039266a6741a6e%22	https://use.typekit.net/af/6b4165/000000000000000077510538/30/d?subset_id=2&fvd=n7&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/6b4165/000000000000000077510538/30/d3b0e	(from https://use.typekit.net/glr3nfz.css)
14:59:26	34544/34544	---M-Z	200	added ('OK')	font/opentype	etag:W/%2283eb7f6cbf46de30372c8ea2f2039266a6741a6e%22	https://use.typekit.net/af/6b4165/000000000000000077510538/30/a?subset_id=2&fvd=n7&v=3	C:/My%20Web%20Sites/KinwaniHouse/use.typekit.net/af/6b4165/000000000000000077510538/30/a3b0e	(from https://use.typekit.net/glr3nfz.css)
